unique_id,title,company,location,job_type,salary,experience,description,logo_url
45291aebed5c37105a08d536301ab1c7,Interim Exams Manager- CONTRACT- London,Real Staffing,"London, England, United Kingdom",Freelance,£300-350⁄day,2 to 5 years experience,"I am working with a Further Education College in London who are looking for an interim Exams Manager to cover over the next 3-6 months.<br><br><br><br>Location: London <br><br>Start date: Early- mid May<br><br>Duration: 3-6 months<br><br>Key Responsibilities:<br><br>Collaborate closely with academic departments to plan and coordinate exam schedules, ensuring alignment with curriculum requirements and exam board regulations.<br>Lead the administration of exams, overseeing the preparation, distribution, and collection of exam materials, as well as the coordination of exam venues and invigilation arrangements.<br>Manage the exam registration process, ensuring accurate enrollment of students and timely completion of all required documentation.<br>Develop and maintain the exam timetable, considering factors such as student availability, staff resources, and external exam constraints.<br>Ensure adherence to exam board regulations and guidelines, including the timely submission of exam entries and implementation of robust exam security measures.<br>Oversee the processing and recording of exam results, ensuring accuracy and timely dissemination to students and relevant stakeholders.<br>Serve as the primary point of contact for exam-related inquiries, providing guidance and support to students, staff, and external examiners as needed.<br>Conduct training sessions for invigilators and other exam staff, equipping them with the necessary knowledge and skills to execute their roles effectively.<br>Maintain comprehensive records of exam-related data, including student registrations, exam schedules, and results, ensuring confidentiality and data protection compliance.<br>Identify opportunities for process optimization and enhancement of exam procedures, implementing improvements to enhance efficiency and effectiveness.<br> <br><br>Please apply for further information.<br><br> <br><br>Louise Green<br><br>Please click here to find out more about our Key Information Documents. Please note that the documents provided contain generic information. If we are successful in finding you an assignment, you will receive a Key Information Document which will be specific to the vendor set-up you have chosen and your placement.<br><br>To find out more about Real please visit XX XX XX XX XX<br><br>Real Staffing, a trading division of SThree Partnership LLP is acting as an Employment Business in relation to this vacancy| Registered office | 1st Floor, 75 King William Street, London, EC4N 7BE, United Kingdom | Partnership Number | OC387148 England and Wales",https://api.free-work.com/media/cache/resolve/company_logo_medium/logo-YgNMo1PFmXC8pF7D.jpg
a23bdc6fca50fbef8e2f5ec7a7b10c72,IT Project Manager (Inside IR35),Rise Technical Recruitment Ltd,"London, England, United Kingdom",Freelance,£550-650⁄day,5 to 10 years experience,"IT Project Manager<br><br> London - Hybrid Working (2 days per week onsite)<br><br> 12 Month Contract (12M Extension)<br><br> Inside IR35<br><br> £550.00 - £650.00 per day DOE<br><br><br><br>This is an excellent opportunity for a talented Project Manager to join a well-known and established company on an initial 12-month contract.<br><br><br><br>My client is a leading Public Sector company where over 5 million people rely on their services on a daily basis, they are now looking to recruit a Project Manager to help accelerate some of their key IT Projects.<br><br><br><br>In this role you will be responsible for implementing IT projects and workstreams up to a value of c.£10m and overall length of up to 18 months typically. You will provide end-to-end project delivery expertise in both technology and business-based execution for mobile application / backend development projects.<br><br><br><br>The ideal candidate will have proven experience in a similar role delivering large-scale, complex IT projects on time and within budget. You will have experience managing mobile software projects in Agile and Waterfall environments and an awareness of Government / Public Sector IT legislation (Data Protection etc.).<br><br><br><br>This is a fantastic opportunity for an experienced Project Manager to join a rapidly growing company in a highly technical and varied role.<br><br><br><br>The Role: <br><br> *Implementing IT projects and workstreams up to a value of c.£10m and overall length of up to 18 months<br><br> *Provide end-to-end project delivery expertise in both technology and business-based execution<br><br> *Mobile application / backend development projects<br><br> *12 Month Contract with optional 12M Extension, Inside IR35, Hybrid Working (2-days onsite)<br><br><br><br>The Person:<br><br> *Proven experience in a similar role delivering large-scale, complex IT projects on time and within budget<br><br> *Experience managing mobile software projects in Agile and Waterfall environments<br><br> *Awareness of Government / Public Sector IT legislation (Data Protection etc.).<br><br> *Commutable to London 2 days per week<br><br><br><br>Reference Number: BBBH222188<br><br><br><br>To apply for this role or for to be considered for further roles, please click \""Apply Now\"" or contact Ryan McIntyre at Rise Technical Recruitment.<br><br><br><br>This vacancy is being advertised by Rise Technical Recruitment Ltd. The services of Rise Technical Recruitment Ltd are that of an Employment Agency.<br><br><br><br>Rise Technical Recruitment Ltd regrets to inform that our client can only accept applications from engineering candidates who have a valid legal permit or right to work in the United Kingdom. Potential candidates who do not have this right or permit or are pending an application to obtain this right or permit should not apply as your details will not be processed.",https://api.free-work.com/media/cache/resolve/company_logo_medium/logo-WlWTorUD1WGgQBPQ.jpg
3c865df5fcd44f10c97d8c91742b113c,GIS SPECIALIST,LA International Computer Consultants Ltd,"London, England, United Kingdom",Freelance,,2 to 5 years experience,"REQUIRED: GIS SPECIALIST<br><br>LOCATION: REMOTE<br><br>DURATION: 6-12 MONTH INITIAL CONTRACT<br><br>IR35 STATUS: INSIDE <br><br><br><br>Required Skills/Experience<br><br>* Esri - ARC GIS Experience Builder (Enterprise)<br><br>* Creation of a new ARC GIS Enterprise Experience builder to meet specific requirements.<br><br>* Built against the ARC GIS Enterprise deployment (above)<br><br>* Creation of custom widgets for use on the Experience builder application.<br><br>* Automation of build and deploy using Azure DevOps<br><br>* Testing of Built Application<br><br>* Esri - ARC GIS Online<br><br>* Creation of new REST APIs for Data ingest<br><br>* Configuration of new layers for use in ARC GIS Experience Builder<br><br>* Esri - ARC GIS Experience Builder (ARC GIS Online)<br><br>* Creation of a new ARC GIS Online Experience builder to meet specific requirements.<br><br>* Built against the ARC GIS Enterprise deployment (above)<br><br>* Creation of custom widgets for use on the Experience builder application.<br><br>* Setting up/managing user/group mapping to Roles and integration with Experience builder.<br><br> <br><br>Nice to have<br><br>* Working with various scripting/coding tools (Python/Powershell, ksh etc) to manipulate spatial files.<br><br>* Familiarity with working in AWS and with using Azure DevOps.<br><br>* SAFE - FME Flow<br><br>* Advise on IaaS configuration for product.<br><br>* Initial setup and configuration of product.<br><br>* Creation of new flows for Geospatial ETL<br><br>* Integration with PostgreSQL, Oracle, Sharepoint, Local File Shares, S3 Buckets<br><br>* Esri - ARC GIS Enterprise<br><br>* Advise on initial install<br><br>* Configure ARC GIS Enterprise Base Deployment &amp; Site Servers<br><br>* Site Server, Portal, Data Store, Adaptor, Federation of additional site servers<br><br>* Configuration of Application Service Specific Site Servers<br><br>* Integration with Enterprise Data Stores<br><br>* Creation and configuration of application mapping services (OCG/Esri) and layers<br><br>* Support for transforming and moving GI data between different databases/datastores<br><br>* Testing of services using ARC GIS Pro<br><br>* Setting up/managing user/group mapping to Roles and integration with Experience builder.<br><br><br><br><br><br>LA International is a HMG approved ICT Recruitment and Project Solutions Consultancy, operating globally from the largest single site in the UK as an IT Consultancy or as an Employment Business &amp; Agency depending upon the precise nature of the work, for security cleared jobs or non-clearance vacancies, LA International welcome applications from all sections of the community and from people with diverse experience and backgrounds.<br><br><br><br>Award Winning LA International, winner of the Recruiter Awards for Excellence, Best IT Recruitment Company, Best Public Sector Recruitment Company and overall Gold Award winner, has now secured the most prestigious business award that any business can receive, The Queens Award for Enterprise: International Trade, for the second consecutive period.",https://api.free-work.com/media/cache/resolve/company_logo_medium/logo-7vvJdDztbhP1NTlH.png
9ab5e71d446f2cf342b24e21f5dfb5e3,Buyer (Manufacturing),Rise Technical Recruitment Ltd,"Peterborough, England, United Kingdom",Freelance,,< 2 years experience,"Buyer (Manufacturing)<br><br> Peterborough, Cambridgeshire<br><br> £25 - £29 per hour (Umbrella) Inside IR35<br><br> 12 month initial contract with long term extension opportunities<br><br>Excellent opportunity for a Buyer from a manufacturing background who is looking for an immediate start on a long term 12 month contract with an international market leading company.<br><br>Do you have experience in dealing with international suppliers? Are you comfortable using your Excel skills to help analyse purchasing activities?<br><br>This company are a truly multinational organisation who have an unrivalled reputation for the high quality of their products the world over. They have been established for 100 years and are continuing their expansion to this day. Due to their continued growth they are now looking to add to their specialist team.<br><br>In this role you will be working as part of an established team where you will be responsible for various purchasing activities with international suppliers. You will also be involved in a range of analysis activities using Excel to process data. This role will be working a Monday to Friday 37.5 hour week with an early finish on Fridays working Inside of IR35 regulations.<br><br>The Role:<br><br>Working with an established purchasing team and working with a global supply chain<br>Completing a range of data analysis to produce reports using Excel<br>12 month initial contract with long term extension opportunities<br>The Person:<br><br>Buyer with experience working in a manufacturing environment<br>Previous experience using Microsoft Excel<br>Available for an immediate start on a long term 12 month contract<br>Reference: BBBH222243<br><br>To apply for this role or to be considered for further roles, please click \""Apply Now\"" or contact Adam Peters at Rise Technical Recruitment.<br><br>Rise Technical Recruitment Ltd acts an employment agency for permanent roles and an employment business for temporary roles.<br><br>The salary advertised is the bracket available for this position. The actual salary paid will be dependent on your level of experience, qualifications and skill set. We are an equal opportunities employer and welcome applications from all suitable candidates.",https://api.free-work.com/media/cache/resolve/company_logo_medium/logo-WlWTorUD1WGgQBPQ.jpg
f2a331c5a2e4ed373fa01a7d627ac55b,Network Engineer - SC Cleared,LA International Computer Consultants Ltd,"Metropolitan Borough of Solihull, England, United Kingdom",Freelance,,2 to 5 years experience,"*** ACTIVE SC CLEARANCE REQUIRED ***<br><br><br><br>Required: Network engineer<br><br>Location: full time on site in Basingstoke or Solihull <br><br>Duration: 6 months+<br><br>Clearance level: SC level<br><br>IR35 Status: Inside IR35<br><br><br><br>We are looking for a 3rd Line Network Engineer with experience working in a fast-paced environment, that is capable of working with a team as well as independently. We are looking for someone that is able to adapt and react quickly and has the ability to be flexible in their working environment.<br><br><br><br>Your role will involve collaborating with multiple people across the shared service, direct technical support of the services including; BAU activities, system configuration, change enablement, upgrades and liaising with third parties and other internal stakeholders<br><br><br><br>Your transferable skills and experience:<br><br>* CATAPAN<br><br>* Juniper<br><br>* CISCO - Firepower Management Centre<br><br>* Virtualisation &amp; Automation<br><br>* Produce Network documentation - Diagram, HLD, LLD and formal work instructions<br><br><br><br>Desirable Qualifications<br><br>* CCNA<br><br>* CompTIA Network+<br><br><br><br><br><br>Due to the nature and urgency of this post, candidates holding or who have held high level security clearance in the past are most welcome to apply. Please note successful applicants will be required to be security cleared prior to appointment which can take up to a minimum 10 weeks. LA International is a HMG approved ICT Recruitment and Project Solutions Consultancy, operating globally from the largest single site in the UK as an IT Consultancy or as an Employment Business &amp; Agency depending upon the precise nature of the work, for security cleared jobs or non-clearance vacancies, LA International welcome applications from all sections of the community and from people with diverse experience and backgrounds.<br><br><br><br>Award Winning LA International, winner of the Recruiter Awards for Excellence, Best IT Recruitment Company, Best Public Sector Recruitment Company and overall Gold Award winner, has now secured the most prestigious business award that any business can receive, The Queens Award for Enterprise: International Trade, for the second consecutive period.",https://api.free-work.com/media/cache/resolve/company_logo_medium/logo-7vvJdDztbhP1NTlH.png
37618e8d334cbd19e61328d377bb0802,Network Engineer - DV Cleared,LA International Computer Consultants Ltd,"Bracknell Forest, United Kingdom",Freelance,,2 to 5 years experience,"*** Active DV Clearance Required ***<br><br><br><br>Required: Network engineer <br><br>Location: full time on site in Bracknell<br><br>Duration: 6 months+<br><br>Clearance level: DV level and no opportunity for sponsorship on this occasion.<br><br>IR35 Status: Inside IR35<br><br><br><br>We are looking for a 3rd Line WAN Network Support &amp; Project Engineer the role will involve Configuring SRX series routers in order to meet tight project deadlines along and supporting BAU operations in order to enable the delivery of secure network services globally.<br><br><br><br>The successful candidate will have in-depth knowledge of configuring and tuning the following. <br><br>* Juniper SRX platform<br><br>* BGP<br><br>* IPSEC<br><br>* MPLS<br><br>* PKI<br><br>* Juniper SRX platform - successful candidate will have an in-depth knowledge of Junos &amp; experience in various SRX and MX platforms and comprehensive CLi exposure. <br><br>* Candidate will also have in-depth knowledge of routing and switching. <br><br>* In-depth knowledge of configuring and tuning BGP, to include topics such as policy-based routing, manipulation of attributes, load-balancing techniques, and lastly have comprehensive troubleshooting skillset.<br><br>* Must be familiar with trouble shooting IPSEC VPN's and MPLS <br><br>* PKI - successful candidate will have knowledge of PKI infrastructure elements and be familiar with certificate-based VPN authentication. <br><br><br><br><br><br>Due to the nature and urgency of this post, candidates holding or who have held high level security clearance in the past are most welcome to apply. Please note successful applicants will be required to be security cleared prior to appointment which can take up to a minimum 18 weeks. LA International is a HMG approved ICT Recruitment and Project Solutions Consultancy, operating globally from the largest single site in the UK as an IT Consultancy or as an Employment Business &amp; Agency depending upon the precise nature of the work, for security cleared jobs or non-clearance vacancies, LA International welcome applications from all sections of the community and from people with diverse experience and backgrounds.<br><br><br><br>Award Winning LA International, winner of the Recruiter Awards for Excellence, Best IT Recruitment Company, Best Public Sector Recruitment Company and overall Gold Award winner, has now secured the most prestigious business award that any business can receive, The Queens Award for Enterprise: International Trade, for the second consecutive period.",https://api.free-work.com/media/cache/resolve/company_logo_medium/logo-7vvJdDztbhP1NTlH.png
f4b45dff2589ca6b4759d419c8e076fc,STRAP Vetting Officer,LA International Computer Consultants Ltd,"London, England, United Kingdom",Freelance,£450-500⁄day,2 to 5 years experience,"Protective Security Centre - STRAP Support Job Description<br><br><br><br>The Protective Security Centre (PSC) provides effective services to a range of government departments. The PSC ensures that appropriate personnel, physical and data handling controls are in place that are proportionate with the risks to staff, property, assets, and information. <br><br>STRAP is a handling regime that safeguards sensitive information across all security disciplines; personnel, physical and Information Communication and Technology (ICT). <br><br><br><br>The role will include:<br><br>1.Maintaince of the PSC's application tracker spreadsheets.<br><br>2. Management of the team mailboxes and providing advice as the first point of contact for all staff.<br><br>3. Support the processing of clearance forms for all customer departments including decision making and writing comprehensive summaries within the team's service level agreements.<br><br>4. Support the Physical lead in managing and maintaining existing security infrastructure and in the project space to ensure accreditation is maintained/achieved.<br><br>5. Produce and maintain mandated security documentation that supports ICT and accreditation of secure areas.<br><br>6. Management and oversight of hardcopy distribution to business areas including material for Ministers and Private Offices.<br><br>7. Manage access control to enclaves, ensuring audits are conducted when required.<br><br>8. Conduct briefings for staff to educate them on the regime to the expected standard.<br><br>9. Support the team with incidents and breaches by gathering key data as part of the investigation, including fact finding through face-to-face interviews.<br><br>10. Secretariat support to the Security Working Group chaired by the CO SSA.<br><br><br><br>Note: This is not an exclusive or exhaustive list, and the post holder will be required to perform any additional duties reasonably expected of them within the scope skill, competence, and training. <br><br><br><br><br><br><br><br>LA International is a HMG approved ICT Recruitment and Project Solutions Consultancy, operating globally from the largest single site in the UK as an IT Consultancy or as an Employment Business &amp; Agency depending upon the precise nature of the work, for security cleared jobs or non-clearance vacancies, LA International welcome applications from all sections of the community and from people with diverse experience and backgrounds.<br><br><br><br>Award Winning LA International, winner of the Recruiter Awards for Excellence, Best IT Recruitment Company, Best Public Sector Recruitment Company and overall Gold Award winner, has now secured the most prestigious business award that any business can receive, The Queens Award for Enterprise: International Trade, for the second consecutive period.",https://api.free-work.com/media/cache/resolve/company_logo_medium/logo-7vvJdDztbhP1NTlH.png
14620315901aa53c97c7d1119b59bcc2,Principle Instrument Engineer (Outside IR35),LA International Computer Consultants Ltd,"Leatherhead, England, United Kingdom",Freelance,,< 2 years experience,"Our Client are looking for an experienced Instrument Engineer to contribute to I&amp;C Design. You'll be able to develop both preliminary and final stage I&amp;C design deliverables, such as Process &amp; Instrumentation Diagrams (P&amp;IDs), Instrument Lists, Instrument Specifications, and Instrument Data Sheets.<br><br><br><br>Responsibilities Include:<br><br><br><br>- Prepare budgetary requisitions for I&amp;C equipment and services, and conduct bid evaluations to ensure competitive purchasing and adherence to project budgets.<br><br>- Perform automation-related job functions, which include creating Input/Output (I/O) lists, Instrumentation lists, and specifying instrumentation and control elements for system integration.<br><br>- Network and System Design: Collaborate with the Controls Engineering team to produce key documents such as Process Control Domain (PCD) Network Design Specifications, Integrated Control and Safety System (ICSS) Block Diagrams, Network Architecture, and develop an Alarm Philosophy document in line with industry standards and project requirements.<br><br><br><br>Experience Required includes: <br><br><br><br>- Proficiency in designing and implementing I&amp;C systems, with a strong understanding of P&amp;IDs, I&amp;C <br><br>- Offshore platform experience.<br><br><br><br><br><br>LA International is a HMG approved ICT Recruitment and Project Solutions Consultancy, operating globally from the largest single site in the UK as an IT Consultancy or as an Employment Business &amp; Agency depending upon the precise nature of the work, for security cleared jobs or non-clearance vacancies, LA International welcome applications from all sections of the community and from people with diverse experience and backgrounds.<br><br><br><br>Award Winning LA International, winner of the Recruiter Awards for Excellence, Best IT Recruitment Company, Best Public Sector Recruitment Company and overall Gold Award winner, has now secured the most prestigious business award that any business can receive, The Queens Award for Enterprise: International Trade, for the second consecutive period.",https://api.free-work.com/media/cache/resolve/company_logo_medium/logo-7vvJdDztbhP1NTlH.png
8219f7f52254f88052ecb5dff8677cfe,Working Environment Engineer (Outside IR35),LA International Computer Consultants Ltd,-,Freelance,,2 to 5 years experience,"Our Client are looking for a Principle Working Environment Engineer to, as part of a project team, perform all aspects within working environment scope. <br><br><br><br>You will be familiar with prevailing regulations and requirements for working environments and provide evaluations and input to design and deliverables covering: <br><br><br><br>o Accessibility/transport<br><br>o Ergonomics <br><br>o Noise/acoustics<br><br>o Vibrations<br><br>o Illumination<br><br>o Chemical exposure<br><br>o Life saving equipment<br><br>o Radiation<br><br>o Operations outdoors<br><br>o Indoor climate <br><br>o WEHRA / Human Factor Analysis<br><br><br><br>Other responsibilities include:<br><br><br><br>- Participate, provide input and facilitate design and construction reviews, with emphasis on working environment<br><br>- Provide input to survey-checklist and reports.<br><br>- Provide input to internal design specifications and specifications towards suppliers and third parties. <br><br>- Follow-up supplier - quality and timeliness - with respect to working environment deliverables.<br><br>- Close cooperation with other disciplines and departments to ensure working environment requirements are known and implemented in their deliverables.<br><br><br><br>Skills and experience:<br><br><br><br>- Experience from Oil &amp; Gas sector preferred<br><br>- Ideally the candidate will have working-knowledge and experience with \""NORSOK S-002 Working Environment<br><br>- Able to undertake any specific area of Working Environment scope independently.<br><br><br><br><br><br><br><br><br><br>LA International is a HMG approved ICT Recruitment and Project Solutions Consultancy, operating globally from the largest single site in the UK as an IT Consultancy or as an Employment Business &amp; Agency depending upon the precise nature of the work, for security cleared jobs or non-clearance vacancies, LA International welcome applications from all sections of the community and from people with diverse experience and backgrounds.<br><br><br><br>Award Winning LA International, winner of the Recruiter Awards for Excellence, Best IT Recruitment Company, Best Public Sector Recruitment Company and overall Gold Award winner, has now secured the most prestigious business award that any business can receive, The Queens Award for Enterprise: International Trade, for the second consecutive period.",https://api.free-work.com/media/cache/resolve/company_logo_medium/logo-7vvJdDztbhP1NTlH.png
1bf34277810a6a0263c8f2ed75da26c0,Senior Backend Developer (Inside IR35),Rise Technical Recruitment Ltd,"London, England, United Kingdom",Freelance,£550-650⁄day,5 to 10 years experience,"Senior C#.NET Developer<br><br>London - Hybrid Working (2 days a week onsite)<br><br>12 Month Contract (12M Extension)<br><br>Inside IR35<br><br>£550.00 - £650.00 per day DOE<br><br>This is an excellent opportunity for a talented C#.NET Developer to join a well-known and established company on an initial 12-month contract.<br><br>My client is a leading Public Sector company where over 5 million people rely on their services on a daily basis, they are now looking to recruit a C#.NET Developer to drive their technical design and implementation.<br><br>In this role you will design, develop and configure applications and tools in an Agile team. You will provide end-to-end solution delivery of bespoke software, assist with development plans and forecasts and provide development expertise and insight.<br><br>The ideal candidate will have proven experience in a similar role developing solutions for large scale and complex environments. You will have strong knowledge of C#.NET Core, Azure DevOps, CI/CD, SQL and Agile Methodologies. Any experience with PowerShell and CosmosDB is desirable.<br><br>This is a fantastic opportunity for an experienced C#.NET Developer to join a rapidly growing company in a highly technical and varied role.<br><br>The Role:<br><br>*Design, develop and configure applications and tools in an Agile team<br><br>*Provide end-to-end solution delivery of bespoke software<br><br>*Assist with development plans and forecasts and provide development expertise and insight<br><br>*12 Month Contract with optional 12M Extension, Inside IR35, Hybrid Working (2-days onsite)<br><br>The Person:<br><br>*Proven experience in a similar role developing solutions for large scale and complex environments<br><br>*Strong knowledge of C#.NET Core, Azure DevOps, CI/CD, SQL and Agile Methodologies<br><br>*Any experience with PowerShell and CosmosDB is desirable<br><br>*Commutable to London 2 days per week<br><br>Reference Number: BBBH222185<br><br>To apply for this role or for to be considered for further roles, please click \""Apply Now\"" or contact Ryan McIntyre at Rise Technical Recruitment.<br><br>This vacancy is being advertised by Rise Technical Recruitment Ltd. The services of Rise Technical Recruitment Ltd are that of an Employment Agency.<br><br>Rise Technical Recruitment Ltd regrets to inform that our client can only accept applications from engineering candidates who have a valid legal permit or right to work in the United Kingdom. Potential candidates who do not have this right or permit or are pending an application to obtain this right or permit should not apply as your details will not be processed.",https://api.free-work.com/media/cache/resolve/company_logo_medium/logo-WlWTorUD1WGgQBPQ.jpg
