unique_id,title,company,location,job_type,salary,experience,description,logo_url
8c0e6832fee506e543a855d81615cec2,Consultant(e) Cybersécurité confirmé(e) - H/F NEW,Up Skills,Paris,CDI,Environ 60k€,3 - 6 ans,"<div><h2 class=""no-margin-top"">Le poste</h2><p>Rejoignez une équipe mondiale dédiée à la cybersécurité et contribuez à façonner nos politiques de sécurité. Mettez en valeur votre expertise technique pour choisir et déployer des solutions avancées, assurant une protection efficace de nos systèmes. En fournissant un soutien technique essentiel, vous participerez à la résolution rapide des incidents en collaboration avec des partenaires externes. Votre rôle inclura l'optimisation et l'automatisation des contrôles de sécurité, restant à la pointe des technologies émergentes.

En tant que membre actif de notre communauté de cybersécurité, vous identifierez et communiquerez les risques, proposant des solutions innovantes pour renforcer notre posture de sécurité. Votre participation à des audits de vulnérabilités renforcera la résilience de nos systèmes. Rejoignez-nous pour sensibiliser les utilisateurs à la sécurité dans un environnement stimulant, où votre expertise jouera un rôle crucial dans la protection de nos services.</p></div><div><h2>Les responsabilités</h2><ul class=""duty-list""><li><p>Participer à l’élaboration et à la mise à jour des politiques de sécurité et assurer leur diffusion et leur explication auprès des entités périmètre international.</p></li><li><p>Mettre en avant votre expertise technique avancée pour contribuer au choix et à la mise en oeuvre de solution de sécurité adaptée.</p></li><li><p>Apporter le support technique sur les outils de cybersécurité fournis à l’ensemble du Groupe.</p></li><li><p>Participer à l’analyse technique et piloter la résolution d’incidents de sécurité en lien avec les entités impactées et les acteurs extérieurs (ANSSI, …).</p></li><li><p>rieurs (ANSSI, …).</p></li></ul></div><div><h2>Pourquoi venir travailler pour ce client ?</h2><p>Rejoignez une équipe passionnée et dynamique où vous jouerez un rôle central dans la protection des données sensibles à l'échelle mondiale. En tant que membre essentiel de notre équipe de sécurité, vous serez responsable de fournir un support technique et opérationnel aux équipes dans différents pays, garantissant ainsi l'efficacité de nos solutions de sécurité. Votre expertise sera sollicitée dans divers domaines, de la gestion des incidents à l'analyse des vulnérabilités, en passant par la définition de normes de sécurité et la protection des environnements cloud et on premise.

Vous serez impliqué(e) dans le suivi des actions de sécurité les plus critiques, contribuant ainsi à renforcer notre posture de sécurité globale. Rejoignez-nous pour faire partie d'une équipe collaborative, où vous aurez l'opportunité de développer vos compétences et d'avoir un impact direct sur la protection de nos systèmes et données.</p></div><div><h2>Localisation</h2><p>Paris, France</p></div>",https://assets.chooseyourboss.com/companies/logos/000/000/229/medium/logo-up-skills-search.png?1614615723
982b36c1ad5caa95649ab7539077c3c0,Consultant(e) DevOps - H/F NEW,Up Skills,Paris,CDI,Environ 60k€,3 - 6 ans,"<div><h2 class=""no-margin-top"">Le poste</h2><p>Rejoignez notre équipe dynamique et innovante, où vous jouerez un rôle central dans l'amélioration continue de notre infrastructure. En tant que consultant, vous aurez l'opportunité de fournir des conseils stratégiques en architecture et technologies cloud, tout en estimant et en analysant les impacts pour assurer la stabilité de nos opérations.

Votre expertise sera mise en avant dans la conception et le déploiement de solutions d'automatisation, incluant le développement de playbooks Ansible et des tests unitaires rigoureux. Vous serez également responsable de la rédaction de livrables détaillés, garantissant une documentation exhaustive de nos processus.

Votre soutien technique sera essentiel pour maintenir le bon fonctionnement de nos systèmes et assurer la satisfaction de nos clients. Rejoignez-nous pour faire partie d'une équipe passionnée où votre contribution aura un impact direct sur notre succès et où vous pourrez développer votre carrière dans un environnement stimulant.</p></div><div><h2>Les responsabilités</h2><ul class=""duty-list""><li><p>Participation à l’amélioration continue de l’infrastructure,</p></li><li><p>Missions de conseil en Architecture et Technologies Cloud,</p></li><li><p>Estimation, analyse d’impact et capacité à alerter,</p></li><li><p>La conception des solutions d’automatisation,</p></li><li><p>Développement des playbooks Ansible</p></li></ul></div><div><h2>Pourquoi venir travailler pour ce client ?</h2><p>DBM Partners est une entreprise de conseil en stratégie et en transformation digitale, offrant des solutions innovantes à une clientèle diversifiée. En tant que leader du marché, nous nous engageons à fournir un environnement stimulant et collaboratif où chaque membre de notre équipe peut s'épanouir et exceller. Nous recherchons des individus talentueux et ambitieux pour rejoindre notre équipe dynamique et contribuer à notre succès continu. Chez DBM Partners, vous aurez l'opportunité de travailler sur des projets passionnants, d'acquérir de nouvelles compétences et de développer votre carrière dans un environnement favorisant la croissance personnelle et professionnelle. Rejoignez-nous pour faire partie d'une entreprise innovante où vos talents seront pleinement valorisés et où vous pourrez réaliser votre plein potentiel.</p></div><div><h2>Localisation</h2><p>Paris, France</p></div>",https://assets.chooseyourboss.com/companies/logos/000/000/229/medium/logo-up-skills-search.png?1614615723
19cbe27e5416ccff28147b8644718749,Technicien Support / Helpdesk - H/F NEW,DIAPASON Informatique,Élancourt,CDI,Environ 32k€,3 - 6 ans,"<div><h2 class=""no-margin-top"">Le poste</h2><p>Technicien Support postes de travail (Helpdesk, déploiement)

Assistance aux utilisateurs au téléphone, prise de main à distance 
Préparation de postes
Environnement Windows 10, 11, Office 365, Gestion des licences.
Connaissance réseaux pour la connexion des postes clients (ip, wifi, …)
Gestion de l’AD




</p></div><div><h2>Les responsabilités</h2><ul class=""duty-list""><li><p>Support Helpdesk</p></li><li><p>Préparation de postes</p></li><li><p>Résolution N1, N2, N3</p></li></ul></div><div><h2>Pourquoi DIAPASON Informatique ?</h2><p>Diapason intervient depuis plus de 26 ans dans le cadre d'assistance technique auprès de ses clients et le ciblage de profils IT</p></div><div><h2>Localisation</h2><p>Élancourt</p></div>",https://assets.chooseyourboss.com/companies/logos/000/003/441/medium/logo.jpg?1685525245
549d3bcc6107505c6e5dd7c83419d900,Lead developper .Net - H/F,Hays,Courbevoie,CDI,Environ 65k€,7+,"<div><h2 class=""no-margin-top"">Le poste</h2><p>Nous recherchons pour client un Lead Dev .Net, basé à la défense (92). Il y a possibilité de télétravail.


Votre rôle est de prendre en charge la maintenance évolutive et corrective des applications. Vous intervenez au sein d’une équipe de 2 à 3 Développeurs et dans un environnement technique varié.

</p></div><div><h2>Les responsabilités</h2><ul class=""duty-list""><li><p>Travailler sur des projets diversifiés et créer de nouvelles fonctionnalités en .Net et Ruby On Rails, Optimiser les coûts et performances des services AWS,</p></li><li><p>Mettre en place et déployer le CI/CD en vous appuyant sur la plateforme standard</p></li><li><p>Participer au développement des évolutions techniques et métiers,</p></li><li><p>Assurer une veille technologique et être force de proposition pour rationaliser l'architecture.</p></li><li><p>Participer à la montée en compétences des collaborateurs,</p></li></ul></div><div><h2>Pourquoi venir travailler pour ce client ?</h2><p>rejoindre notre client c'est rejoindre une DSI dynamique avec des équipes proches des métiers. Notre client est installé dans une nouvelle tour à la défense</p></div><div><h2>Localisation</h2><p>Courbevoie, France</p></div>",https://assets.chooseyourboss.com/companies/logos/000/006/592/medium/HAYS-ARROW_LOGO_STRAPLINE_STACKED_COL_RGB.png?1656927244
9f66b35b0df7ac871455f314af9b6ddb,Developer Full stack Java/Angular Junior (H/F) - H/F,Up Skills,Paris,CDI,Environ 43k€,0 - 2 ans,"<div><h2 class=""no-margin-top"">Le poste</h2><p>Au sein de l’équipe Tech, tu intègres une squad agile répartie entre Paris et Sousse (Tunisie) ; tu reporteras au Lead Developer qui accompagnera ta progression. Tu interviendras sur le code de l’application Mobile et de l’application Web (front et back).

En tant que Developer Full stack (H/F), tu arriveras dans une équipe qui aura besoin de ton expertise pour faire évoluer notre application web, notre application mobile, nos APIs publiques et ajouter des fonctionnalités.</p></div><div><h2>Les responsabilités</h2><ul class=""duty-list""><li><p>Participer à toutes les étapes du développement : prototypage, conception, développement, tests. Participer à la définition de l’architecture des nouvelles fonctionnalités.</p></li><li><p>Réaliser l’analyse technique et l’étude détaillée des nouvelles fonctionnalités. Définir les spécifications techniques. Assurer la rédaction de la documentation technique.</p></li><li><p>Être garant de la bonne gestion des bases de données. </p></li><li><p>Participer à la mise en qualité de notre code en étroite collaboration avec ton équipe. Comprendre les chiffrages nécessaires au développement des fonctionnalités.</p></li><li><p>Réaliser les tests d’intégrations. Proposer des améliorations techniques. Partager les best practices avec votre équipe.</p></li></ul></div><div><h2>Pourquoi venir travailler pour ce client ?</h2><p>En intégrant notre client, tu participeras à la construction d'une entreprise jeune et dynamique avec un management sein qui te fera grandir.
Tu  travailleras sur les projets passionnants de leur Roadmap tech et produit avec la possibilité d'être formé(e) sur les outils high-tech de demain.</p></div><div><h2>Localisation</h2><p>Paris, France</p></div>",https://assets.chooseyourboss.com/companies/logos/000/000/229/medium/logo-up-skills-search.png?1614615723
e40675c49da730d612108d0e7451fbc2,Lead Développeur(se) Backend Node.js - H/F,Up Skills,Arcueil,CDI,Environ 79k€,7+,"<div><h2 class=""no-margin-top"">Le poste</h2><p>En tant que Lead Développeur Backend dans notre équipe, tu feras bien plus que coder : tu seras un véritable pilier pour concevoir et mettre en œuvre chaque nouvelle fonctionnalité et amélioration de notre produit.
Tu seras aux commandes de notre équipe backend (4), partageant avec les autres membres la responsabilité de développer et maintenir nos différentes APIs métiers.
Mais ta mission ne s'arrête pas là. Tu travailleras main dans la main avec les product owners et les architectes pour aligner la technologie avec la vision globale du produit.

Ton avis compte double ici. On attend de toi que tu sois un véritable leader technique, capable de donner des orientations, des critiques constructives et des suggestions sur les nouvelles fonctionnalités avant qu'elles ne soient développées.

Et bien sûr, on serait ravi que tu prennes l'initiative de proposer de nouvelles idées brillantes qui amélioreront l'expérience utilisateur, les performances et l'architecture technique de notre produit</p></div><div><h2>Les responsabilités</h2><ul class=""duty-list""><li><p>Mettre en pratique les choix d'architecture décidés par le responsable technique lors du développement des API.</p></li><li><p>Travailler en collaboration avec le reste de l'équipe pour définir les choix techniques</p></li><li><p>S'assurer que les développements avancent dans la bonne direction. Veiller à respecter les délais convenus.</p></li><li><p>S'occuper joyeusement du codage de certaines parties spécifiques des applications. Rester à l'affût des dernières évolutions technologiques pour être toujours au top niveau.</p></li><li><p>Être le référent et garant de la qualité du code, en veillant à ce qu'il soit au top ! Promouvoir et mettre en place les bonnes pratiques pour un développement optimal.</p></li></ul></div><div><h2>Pourquoi venir travailler pour ce client ?</h2><p>Tu auras l'opportunité de contribuer à un projet innovant dans un environnement qui allie expertise et portée européenne.
Le Projet ANG (API Nouvelle Génération) a été lancé à la fin de l'année 2019. Cette plateforme d'API repose sur une architecture orientée ressources, suivant une approche RESTful et Design First en OAS 3. 
Développée en Node.js avec une architecture de microservices, la plateforme ANG vise à répondre à quatre paradigmes essentiels : interopérabilité, scalabilité, modularité et distributivité.

Tu connais déjà NestJS ? Génial, c'est un vrai plus ! Mais si ce n'est pas le cas, pas de panique. Si tu maîtrises des technos similaires comme Express, Restify ou Fastify et que tu es motivé pour apprendre NestJS, tu es exactement la personne qu'on recherche.

Et si, en plus, tu t'y connais un peu en GO, Rust ou Scala, c'est vraiment la cerise sur le gâteau !


</p></div><div><h2>Localisation</h2><p>Arcueil</p></div>",https://assets.chooseyourboss.com/companies/logos/000/000/229/medium/logo-up-skills-search.png?1614615723
c467e97db50add47e0f3d5b2047fb869,Technicien Hotline - H/F,Hays,Argenteuil,CDI,Environ 36k€,3 - 6 ans,"<div><h2 class=""no-margin-top"">Le poste</h2><p>Challengez votre carrière en rejoignant un acteur international qui transforme les espaces d'accès grâce à leur solution digitale et à leur matériel à la pointe des dernières technologies ! Notre client international développe des solutions de gestion de stationnement et d'accès pour les sites touristiques, les stades et les parcs d'attractions à travers le monde. L'entreprise propose des systèmes de billetterie automatisés, des lecteurs de cartes d'accès et des logiciels de gestion intégrés.

Dans le périmètre national, le Technicien Hotline est chargé de recueillir puis de résoudre à distance les requêtes techniques d'utilisateurs en difficulté au regard d'une installation et/ou de l'utilisation de matériel et/ou de logiciels informatiques.

Relations de travail :
- Échanges d’informations avec les ADV, les Chefs de projet, les Techniciens terrain et Gestionnaires de stock, la comptabilité et l’équipe support
- En contact avec les différents clients, fournisseurs et partenaires
</p></div><div><h2>Les responsabilités</h2><ul class=""duty-list""><li><p>Qualifier des incidents en détectant, diagnostiquant les problèmes systèmes et matériels.</p></li><li><p>Apporter des solutions aux dysfonctionnements remontés par les utilisateurs, dans l’objectif de résoudre un maximum d’incidents à distance.</p></li><li><p>Estimer la nature de la prestation terrain et les pièces détachées nécessaires afin d’éviter les interventions terrain multiples.</p></li><li><p>Transmettre les informations techniques au Technicien itinérant et la justification de l’intervention au coordinateur service client via l’outil informatique de SAV.</p></li><li><p>Contribuer à l’élaboration des devis complémentaires avec le service ADV.</p></li></ul></div><div><h2>Pourquoi venir travailler pour ce client ?</h2><p>Notre client apporte une grande importance à la formation continue de ses salariés (plate-forme de formation interne pour une montée en compétences et rester en veille sur les nouveautés des produits et outils informatiques du groupe en relation avec la maison mère.) Il leur apporte également un cadre de travail idéal avec une salle de repos et un espace déjeuner, accessible facilement en transport et dispose d'un parking. </p></div><div><h2>Localisation</h2><p>Argenteuil, France</p></div>",https://assets.chooseyourboss.com/companies/logos/000/006/592/medium/HAYS-ARROW_LOGO_STRAPLINE_STACKED_COL_RGB.png?1656927244
d3a9a0465b16248571edfa529d2fe010,"CDI Développeur Senior Java - éditeur milieu bancaire - Java 17, Spring Boot, Kafka, microservices - ASAP - H/F NEW",Opus Recruitment Solutions,Paris,CDI,Environ 65k€,7+,"<div><h2 class=""no-margin-top"">Le poste</h2><p>Un éditeur dans le domaine banque/finance recherche actuellement un Développeur Confirmé / Senior Java pour les rejoindre ASAP !



Au sein d'un groupe en pleine croissance d'environ 500 personnes, vous intégrerez une équipe Agile d'environ 10 personnes développant un logiciel à destination de divers acteurs bancaires pour la simplification du calcul de leurs commissions.


Vous travaillerez sur le développement de nouvelles fonctionnalités dans un environnement micro services. La stack technique est la suivante: Java 17, Spring Boot, Docker, Kubernetes, Kafka, dans un environnement Cloud.

Votre profil:

- Vous avez 5 ans + d'expérience sur Java;

- Vous avez l'habitude d'évoluer dans des environnements micro services;

- Vous avez idéalement déjà travaillé sur des projets from scratch, ou participé à la refonte d'un monolithe vers des micro services;

- Vous êtes axé qualité et avez une bonne connaissance du TDD/DDD;

- Vous avez une première expérience dans le milieu banque/finance/</p></div><div><h2>Les responsabilités</h2><ul class=""duty-list""><li><p>Développer les fonctionnalités d'un logiciel</p></li><li><p>Travailler sur l'architecture micro services</p></li><li><p>Mise en place des API</p></li></ul></div><div><h2>Pourquoi venir travailler pour ce client ?</h2><p>Avantages:

- Rejoindre une structure en pleine expansion

- Travailler dans une société avec une forte mentalité tech: beaucoup de formations sont organisées en interne. Et le niveau est très bon;

- Salaire: entre 60 et 70K, selon profil

-Télétravail: jusqu'à 3 jours par semaine

- Autres avantages: participation, carte Swile, 13 jours de RTT,...</p></div><div><h2>Localisation</h2><p>Paris, France</p></div>",https://assets.chooseyourboss.com/companies/logos/000/010/631/medium/1538149041555.png?1668783634
b4d1e979c1fa5639e36beee33e7d4c5d,Fullremote - Développeur C# / .net - éditeur de la relation client - H/F NEW,EASY PARTNER,Paris,CDI,Environ 51k€,3 - 6 ans,"<div><h2 class=""no-margin-top"">Le poste</h2><p>Contexte du poste :

Depuis 2008, nous digitalisons les process de nos clients grâce à notre plateforme propriétaire de gestion de la relation consommateur. Au sein d’une équipe de 40 personnes dont une dizaine sur la Tech, nous cherchons notre futur développeur C# / .net pour travailler sur notre plateforme de gestion de la relation client. 

Profil recherché :

- Vous avez au moins première expérience en tant que développeur C# / .net et en HTML / CSS
- Vous êtes curieux, adaptable et force de proposition
- Avoir déjà travaillé sur un environnement cloud tel qu’AWS est un plus
- Si vous avez des compétences en administration système c’est un véritable plus
</p></div><div><h2>Les responsabilités</h2><ul class=""duty-list""><li><p>Maintenir et améliorer nos différentes applications en C#</p></li><li><p>Développer de nouvelles features lorsque c’est nécessaire</p></li><li><p>Continuer la documentation de nos différentes applications</p></li><li><p>Aider à résorber la dette technique de nos applications</p></li></ul></div><div><h2>Pourquoi venir travailler pour ce client ?</h2><p>Avantages :
- Fullremote 
- RTT (8 jours)
- Tickets restaurants

Pourquoi nous rejoindre :

- Contexte technique passionnant
- Fortes responsabilités et évolution possible
- Possibilité de travailler sur d’autres langages
</p></div><div><h2>Localisation</h2><p>Paris, France</p></div>",https://assets.chooseyourboss.com/companies/logos/000/004/049/medium/reseaux%20sociaux%20Gif%20EP_2.gif?1538583831
6e8a9ecf547fe0350ec4888b3462a803,Consultant SIRH – Chef de projet AMOA – Editeur SaaS – Game-learning - H/F NEW,WAKE IT UP,Paris,CDI,Environ 55k€,3 - 6 ans,"<div><h2 class=""no-margin-top"">Le poste</h2><p>La société
• Cette Startup, en phase Scale up, propose une plateforme E-learning BtoB orientée UX/UI facile et agréable à utiliser. La plateforme possède également une partie Game - innovante qui permet un apprentissage rapide et efficace.

• Leurs clients ? Des grands groupes internationaux issus de tout domaine d’activité !

• Avec plus de 12 ans d’existence et plus d’un million d’utilisateurs, la société est rentable et poursuit sa croissance. Dans ce cadre précis, leur objectif est de faire grandir leur équipe qui est en charge de la bonne réalisation des projets.

• Vous êtes en contact direct et permanent avec les clients afin de les accompagner sur la mise en place et l’évolution sur-mesure du produit (DRH et CTO)</p></div><div><h2>Les responsabilités</h2><ul class=""duty-list""><li><p>• Vous organisez et animez les ateliers et points hebdomadaires, assurez la gestion des plannings, le pilotage des équipes techniques</p></li><li><p>• Vous êtes garant des budgets et de la qualité des livrables de la solution SIRH</p></li><li><p>• Vous concevez régulièrement des modèles de parcours de formations adaptés à chaque client</p></li><li><p>• Vous accompagnez l’équipe commerciale, lors de la rédaction des réponses aux Appels d’Offres ainsi qu’aux soutenances</p></li><li><p>La stack Jira, Trello, TimeTracking  Outils de reporting nécessaires au suivi des projets. Outils de gestion de projets. Outils de gestion d’anomalies. Outils de gestion de campagne de tests.</p></li></ul></div><div><h2>Pourquoi venir travailler pour ce client ?</h2><p>Ce que WakeITUp aime (Cabinet d'experts en Recrutement TECH - www.wakeitup.tech)

• Enfin un poste créatif et à responsabilités

• Travailler dans le domaine de l’e-learning et donner un vrai sens à son travail

• La petite société à taille humaine et la petite équipe jeune sympa et très soudée

• L’environnement de travail très agréable, la possibilité de faire du télétravail à la carte et surtout possibilité de Full Remote après la fin de la période d'essaie</p></div><div><h2>Localisation</h2><p>Paris, France</p></div>",https://assets.chooseyourboss.com/companies/logos/000/007/934/medium/logo%20WakeITup.jpg?1527188990
